% Model:              burgers2d.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 11 2023, 22:08
% Dimension:          2
% Nodes:              12657
% Expressions:        22
% Description:        因变量 u, 因变量 v
% Length unit:        m
% X                       Y                        u (1) @ t=0              v (1) @ t=0              u (1) @ t=0.1            v (1) @ t=0.1            u (1) @ t=0.2            v (1) @ t=0.2            u (1) @ t=0.3            v (1) @ t=0.3            u (1) @ t=0.4            v (1) @ t=0.4            u (1) @ t=0.5            v (1) @ t=0.5            u (1) @ t=0.6            v (1) @ t=0.6            u (1) @ t=0.7            v (1) @ t=0.7            u (1) @ t=0.8            v (1) @ t=0.8            u (1) @ t=0.9            v (1) @ t=0.9            u (1) @ t=1              v (1) @ t=1
0                         0.03999999999999997      1.3890079438870593       1.9518274299800484       0.43610726597466115      0.916701140851426        0.9299253898014608       1.6886167373051861       0.9612478967851775       1.4297176685504305       0.7436726285125572       1.0897490160738001       0.6139547417608039       0.885047338715534        0.9674646664503234       0.6911493029985657       1.044895505377869        0.454067070416877        1.0217772578296926       0.5636590483420559       0.9238537978069475       0.5438807283367463       0.8102856799519002       0.48080123960072024
0                         0                        1.393368494184898        1.8939192148836297       0.3440508827030478       0.8082600416716899       0.8110797140329847       1.7893239107027192       0.9725351248825513       1.291982115391924        0.7455976712547262       1.003891123887822        0.5154496232692583       0.9844138096776022       0.9730264488830593       0.6339227584478326       1.0972414535967188       0.36540082091357995      1.0598845892658848       0.48423348094213564      0.9386932772415667       0.43021824789010166      1.005783778493899        1.3067615905221426
0.026005257485765133      0.027255748072050813     1.5256292236668723       2.130019547688392        0.5185710088763495       0.982914837507359        0.2086011254675521       0.5375721835884905       1.0305389398976426       1.3874708525605854       0.8077957422736404       1.076517544468952        0.6756777716071828       0.8439994656126311       1.0360531757233689       0.6598145735235263       1.1132475072660046       0.413957532434112        1.0323350083005618       0.5114842431872968       0.971260565663037        0.5108630169791861       1.0407397781046863       1.2778553381558941
0.04000000000004045       0                        1.6238583372875952       2.1845422948055813       0.4998759865577116       0.9754359547754822       0.290078587754133        0.7426284070013547       1.0887191054916865       1.3979218661990174       0.8396052652783802       1.0275869274023892       0.34382215803166555      1.3905551546432602       0.20804916930153736      1.2226747869318566       1.1787464468804763       0.3453613247642673       1.0570287017988573       0.4356906562582638       1.0217534429793278       0.45942879722002         1.0520565415859886       1.2526312656995902
0                         0.07999999999999995      1.161774401535747        1.7271837465657456       0.5395833591320712       1.0516777432327373       0.5692157104849016       0.567351887558115        0.9538174222280826       1.4763525477469346       0.7464105220784547       1.2025561698170901       0.6252589558212004       0.9423499039197564       1.236041023065169        0.6064147163434375       0.9661543621448682       0.5592622897039008       1.0242190789906553       0.6189186435594081       0.9321801324681269       0.5882332471433029       0.8175523797866302       0.5441726286455143
0.029491326678837193      0.0606604483963486       1.3171655244595366       1.9761260179561397       0.6168563515900427       1.0957023301064643       0.34621142209448186      0.8256866516293614       1.0669302905981788       1.5753892381251304       0.8157719534442708       1.1686161997655737       0.6724704795035096       0.9193720278624969       0.48182672949667055      1.0870711845684244       1.0495734336897031       0.5049569116913392       1.0326447038776643       0.543888591468363        0.9571463342909549       0.558619912904465        0.8252944673390786       0.42499252543278615
0.08000000000004004       0                        1.4806369411830291       2.187656128527862        0.6912439862982448       1.163239545787285        0.4625392473197906       0.9630327125682642       1.1881967168722452       1.4127093350809865       0.9342929034795637       1.0472357188559949       0.3931366165398052       1.4123726608241574       0.333985817449828        1.1635155239807362       1.334471624197857        0.28143703968872474      0.9188280225338784       0.4544150147567834       1.061549943487572        0.4363252306673882       0.9735817431894652       1.2104218382702874
0.060534960749948005      0.03561829196390548      1.382161571429645        2.141027987908147        0.6650705087260663       1.049726039113626        0.34652791911875974      0.8894298983293754       1.0521867051821963       1.4104192519346117       0.8755329445287103       1.1197044973682624       0.7544137091799162       0.8423015034212307       0.3620278896614813       1.1848455200545926       1.0378186153483278       0.5154747833200958       0.9877949370058728       0.4629311025093782       0.96964843224554         0.5238106300775608       1.0803731247884862       1.429623891300384
0                         0.11999999999999991      0.8491326048740967       1.3184221024791134       0.6302752666267519       1.1758204271470505       0.4329402836605214       0.24902196257118395      0.9799288134787796       1.621054965706782        0.742346826014343        1.3446567999398757       0.6259120442982238       1.018392453898986        1.1389561526282048       0.7061317185148477       0.9760073382357118       0.6009314107201258       1.0343171752897844       0.6675630612408815       0.9352195312851596       0.6354564278023656       0.8232032744913077       0.5948126654026532
0.031091388369400154      0.099516899587939        0.9854629731030687       1.5807106562346596       0.7117401455460595       1.2145239477417527       0.3876774443576194       0.8608134737092322       1.0913299653863968       1.588250504037244        0.8073055312539751       1.272692465058131        0.67610585469744         0.9881548845553104       0.4184189816043649       1.0611614668453753       0.9883554850965499       0.6064834908708133       1.0221205028750315       0.5880230057165584       0.9740279197683596       0.5967698253658246       0.8518038134611771       0.5571393055148528
