% Model:              burgers2d.mph
% Version:            COMSOL 6.0.0.354
% Date:               Aug 9 2023, 17:45
% Dimension:          2
% Nodes:              12657
% Expressions:        22
% Description:        因变量 u, 因变量 v
% Length unit:        m
% X                       Y                        u (1) @ t=0              v (1) @ t=0              u (1) @ t=0.1            v (1) @ t=0.1            u (1) @ t=0.2            v (1) @ t=0.2            u (1) @ t=0.3            v (1) @ t=0.3            u (1) @ t=0.4            v (1) @ t=0.4            u (1) @ t=0.5            v (1) @ t=0.5            u (1) @ t=0.6            v (1) @ t=0.6            u (1) @ t=0.7            v (1) @ t=0.7            u (1) @ t=0.8            v (1) @ t=0.8            u (1) @ t=0.9            v (1) @ t=0.9            u (1) @ t=1              v (1) @ t=1
0                         0.03999999999999997      0.16941540957831147      1.5609022872300777       1.2602011812557308       0.5036695439348978       0.7364844577692079       1.4606665613744088       0.5650005033607226       1.327424986031262        0.4741546918184583       1.0170526571185967       0.16403657288289308      1.2393421433283578       0.12231000220570303      1.0600036130438983       0.32760958189305256      1.3779873322577645       0.3182353956210649       1.2560487590285463       0.21357604272940142      1.5028199274727012       0.19507298946737314      1.3721102258069575
0                         0                        0.6093915950915815       1.3944372877464903       1.8900288452283627       0.29523947862481736      0.7804608067637844       1.528648696088754        0.6524634034619762       1.1618737354043667       0.4555518177209313       0.9512051625801364       0.16279342869166377      1.1588876330541351       0.12686573030307285      1.0031474346368554       0.349655957939679        1.354582615332687        0.3135472600304616       1.2278254940304254       0.20963692319363628      1.4754060497617827       0.19749491016566845      1.3323351102895669
0.026005257485765133      0.027255748072050813     -0.13154772506437196     1.3714576226688089       2.5717869497173993       0.46094509632798725      1.0246688583514298       0.9790984243359004       0.7277899144132121       1.2837890649862231       0.5299839798937289       0.999133923830193        0.21617361114725994      1.1970917871379363       0.161280442918178        1.0400480124508436       0.3630987727351015       1.3401800428518602       0.3479454741250902       1.2357260129360805       0.24012163955690974      1.4973259411819444       0.2210449226489392       1.3585585748045672
0.04000000000004045       0                        -0.05812876132251745     1.2499202241178167       1.2614935555151585       0.3777959257836809       0.8557211943423498       1.2659960545225288       0.8677396633648419       1.178791632856426        0.5264225592432259       0.9633569917370427       0.22140028646656665      1.1678931195432476       0.16959877416438243      1.005492481576105        0.43222959989234716      1.3575247372672419       0.3643645216291354       1.2009249199031329       0.25449905286368607      1.473684549536842        0.23598942692644678      1.3323386103006496
0                         0.07999999999999995      -0.3539450470285696      1.438652489338689        3.0283247690207555       0.8502605919622669       0.9370367979476263       0.5312234276729206       0.5807599998768902       1.4053734530972761       0.46951811656663817      1.1009687860995474       0.39524538696641215      0.9001264093531672       0.13189742382929592      1.1106088505714795       0.16165326238943056      1.095769680568539        0.31819971006045156      1.294697797703386        0.20906305184379445      1.551205987271094        0.19370632504622445      1.4125218324207838
0.029491326678837193      0.0606604483963486       -0.6335709914462164      1.3077578568687354       0.8480787070880232       0.6468199285045223       1.4379670830637317       0.4901758681037189       0.6610760870295821       1.4441913897805598       0.5289669081424049       1.0668117948439653       0.3282479123517574       1.0851145073143995       0.16937136563731078      1.088255166382668        0.28666806684120655      1.2395674638767575       0.3470907263150873       1.2639002098502354       0.24027655738545048      1.549190425017752        0.22391742370180198      1.3915704284089465
0.08000000000004004       0                        -0.5071973600939802      1.01586147491954         2.10904702128849         0.152634928778471        1.538524422772911        0.39471393757283285      1.0612291240506635       1.164567907840565        0.6405754015057764       0.9641596892073682       0.2897110739036655       1.1659906709911472       0.2179909934491904       1.0186297233226755       0.46644975726359955      1.3546371595227369       0.4119531202784909       1.2038603850629714       0.29490491118876927      1.4759975306361388       0.2734737861371145       1.3341256206781706
0.060534960749948005      0.03561829196390548      -0.7369650822234454      1.1539374307694945       1.2515231563324318       0.49727117347345307      1.6667015973569126       0.3879699103630134       1.0217950009785335       1.2741604193539435       0.6153969645508747       1.018697502511775        0.2579492879292649       1.228024732463189        0.21150615923153107      1.0509769992537488       0.4897288516458986       1.4465366686508356       0.382805955506545        1.2405072763722023       0.27501451340545996      1.5119340454761114       0.25387171900265826      1.3673404188716558
0                         0.11999999999999991      -0.8656008461449854      1.064769988106793        1.4119592593130923       1.0298630013625876       1.3979052218883308       0.6286831861047358       0.5765295916995826       1.337743755969664        0.4659957597586506       1.187165156326044        0.39010243915545556      0.9731649160198191       0.137965426231375        1.1667998033708153       0.11351073435721308      1.0331190887214452       0.30937189897402756      1.3180498842205841       0.20663233160675196      1.5985507480450016       0.19299932046769455      1.4505956076169115
0.031091388369400154      0.099516899587939        -1.226399000544147       1.1157465091602239       1.9546845051928285       0.9297542916513976       1.153607290318032        0.5926847755623958       0.7030803779026633       1.3571647229317978       0.5423283013200847       1.1478755073288625       0.44055464291113894      0.94926991454003         0.1784541973721974       1.1420570428111645       0.14708748269782532      1.016047905556068        0.3423690620117666       1.295280080504866        0.23422323492745         1.6151977007976688       0.22381900534417634      1.429996438959144
0.12000000000003963       0                        -0.6918800175490419      0.8140794712099962       -0.9077806568278156      2.107155373769578        1.0690746439003644       0.372947029739535        1.1688694036147869       1.2142292656193832       0.7880955825438773       0.9620407192212762       0.37504809261160504      1.155850561352348        0.27510590689065534      1.0178176728946213       0.4729561212393914       1.340979496307087        0.4768208225143012       1.2003396504950519       0.3404112027578141       1.4702164299071665       0.31221591427821344      1.3362724761536826
