% Model:              poisson_manyarea.mph
% Version:            COMSOL 6.0.0.354
% Date:               May 10 2023, 21:27
% Dimension:          2
% Nodes:              117154
% Expressions:        1
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (1)
-9.956476909965405        -9.954245320194147       -0.012588276671438244
-10                       -9.933110367892976       -0.012306580081905182
-10                       -10                      -0.011546372485167322
-9.933110367892809        -10                      -0.01230518139415554
-9.95082673712671         -9.897658970829806       -0.013316541777205643
-10                       -9.866220735785955       -0.013043385803645025
-9.866220735785785        -10                      -0.013037686774910281
-9.898447444807507        -9.940457262247948       -0.01343315506613199
-9.946703675850154        -9.83294443458725        -0.01410625930349603
-10                       -9.79933110367893        -0.013757779269227175
-9.829021779474976        -9.945880364858393       -0.014152245944347113
-9.79933110367876         -10                      -0.013744677932713724
-9.897340033080619        -9.865775307181858       -0.014353071938654862
-9.84867630111877         -9.896083442510424       -0.01456805436280224
-9.946363324337105        -9.766510974622816       -0.014846768735097082
-10                       -9.73244147157191        -0.014450457886789426
-9.763855884698257        -9.945534168763542       -0.014868926611140724
-9.73244147157174         -10                      -0.014426664786220797
-9.892401755716334        -9.800739136299981       -0.015182593132773621
-9.794232150131661        -9.891593656867782       -0.015257999381831503
-9.83156486449549         -9.835762207505116       -0.015529766319474477
-9.946215294541238        -9.699754770906003       -0.015566145790442784
-10.000000000000002       -9.665551839464888       -0.015121908659959405
-9.697920722762683        -9.94526349358391        -0.015568148886275395
-9.665551839464715        -10                      -0.015083950542264217
-9.892859277609295        -9.733854940989739       -0.015943178852939655
-9.730156482730909        -9.89044071498231        -0.01599603138774143
-9.840550451367474        -9.768963382251757       -0.01623276853724083
-9.761456117112129        -9.835094198034938       -0.01638289399024247
-9.790301840195113        -9.78833303192305        -0.016634527984782904
-9.946266134002677        -9.63274017493027        -0.0162633239130726
-10                       -9.598662207357865       -0.01577247343328517
-9.631449430624366        -9.945300914030055       -0.01624325712518758
-9.598662207357691        -10                      -0.015716696311614344
-9.892357966673229        -9.666908297713862       -0.01669429209716702
-9.663985787517824        -9.89023086235555        -0.016719378947614324
-9.839266873020394        -9.700253084144018       -0.017061712625825228
-9.696563221090265        -9.834036073373424       -0.017151636427629624
-9.787009829296679        -9.732111841068052       -0.017376954630996904
-9.730313667501836        -9.771374312485039       -0.017593887600501863
-9.945975039947582        -9.565518662685406       -0.016945935837606615
-10.000000000000002       -9.531772575250843       -0.016402375224252735
-9.56481559933057         -9.945478356627481       -0.016892191593390764
-9.531772575250667        -10                      -0.01632493832931242
-9.891997667433087        -9.599399633035864       -0.01742687277862175
-9.597571621800055        -9.890687021599307       -0.017408987416511732
-9.83804012356861         -9.633311592439004       -0.01784620357522898
-9.62999252757779         -9.83546266690338        -0.01787778587943981
-9.78461736819159         -9.666611669718572       -0.018204442463170243
-9.661651408608728        -9.779985626945608       -0.01830071098096087
-9.731836124168113        -9.700237722523104       -0.018490654517613725
-9.683035524425904        -9.72977134816568        -0.018723590420959876
-9.94585513623513         -9.49845248840173        -0.01760273902811964
-10                       -9.46488294314382        -0.017011736808299562
-9.49809755057159         -9.945622695188536       -0.01751658514923668
-9.464882943143643        -10                      -0.016908625255732192
-9.891745155790742        -9.532120750525053       -0.018132665225750518
-9.531056277792556        -9.89106756823659        -0.018073531461572295
-9.837609957722337        -9.565807080779626       -0.018602660597575718
-9.563738373525567        -9.836309976850837       -0.01857955264176031
-9.78336850447716         -9.599465260469174       -0.019013963319299245
-9.596295942887638        -9.781426629147969       -0.019031542092358883
-9.728182754618592        -9.634290517668074       -0.019362822999271886
-9.628669910533642        -9.725441989204615       -0.019443279141027076
-9.667207796733212        -9.669031621841834       -0.019723144973192327
-9.94580509154373         -9.431476025652515       -0.018235957260320065
-10                       -9.3979933110368         -0.017600616003050375
-9.431323564129           -9.945710290847677       -0.018116472238265433
-9.397993311036622        -10                      -0.017467645967906464
-9.891627494286434        -9.465016978431606       -0.01881190294396407
-9.464467774481257        -9.891320102651438       -0.01871356028196872
-9.837427446699161        -9.498567950638515       -0.019328833854612818
-9.497353097789173        -9.836821141901968       -0.019259115297588048
-9.78308300535638         -9.531978676455253       -0.01978969353371766
-9.52991666381752         -9.782261528682817       -0.01975276663644795
-9.728680762038184        -9.564791878600618       -0.020198277002196254
-9.561551580928459        -9.72750060867854        -0.02020349995541425
-9.673172377740537        -9.595910538072445       -0.020583505350485778
-9.593632889354827        -9.67277080844169        -0.020592572132389176
-9.614373007659383        -9.614407877606613       -0.021119559948944457
-9.945786637219333        -9.364555007376145       -0.018846563295918817
-10                       -9.331103678929775       -0.01816902584908527
-9.364509895721305        -9.945758773738044       -0.01869129347823942
-9.331103678929598        -10                      -0.018001831249411442
-9.891582578617554        -9.398030166469281       -0.019466162796475426
-9.397800658116445        -9.891464051499016       -0.01932881260183168
-9.83737426770322         -9.431524923907624       -0.020027239904146288
-9.430889108149664        -9.837105186512465       -0.01991452818321562
-9.783138536075986        -9.46497730347822        -0.020530157058001985
-9.463751239630112        -9.782743142589485       -0.020447220651941614
-9.728906460348016        -9.498327759197338       -0.020974591667643313
-9.496152484147524        -9.72846355540369        -0.020927898901001957
-9.675371469688425        -9.528778519741428       -0.021384828324911728
-9.524075527806781        -9.674282023854508       -0.02140409797695331
-9.62262821641619         -9.55510757958939        -0.021782197916469296
-9.551578510379517        -9.618884615402177       -0.021852623646404043
-9.577962940690352        -9.574634431854282       -0.02211748560543102
-9.945781420035255        -9.297659057091687       -0.01943513966275394
-10                       -9.264214046822751       -0.0187169516477242
-9.297658862876085        -9.945781292069602       -0.019240611813832506
-9.264214046822573        -10                      -0.018510982865728623
-9.891566765298526        -9.331108820722298       -0.020096654833646168
-9.331040013312927        -9.891532189980024       -0.01991872564934023
-9.83735311282566         -9.364569950163315       -0.020700545124894856
-9.364297425270797        -9.837248992270844       -0.020544888112066093
-9.783133576001118        -9.398026383580255       -0.021246303396368516
-9.39731780741596         -9.782945431337383       -0.02111922391595097
-9.728906460348009        -9.431438127090315       -0.021733646601014747
-9.430167369364053        -9.7286642203027         -0.021639859714383283
-9.675488686427002        -9.46323649943126        -0.022168791502354877
-9.461606069425638        -9.674276841845558       -0.02212246497252068
-9.622838406474248        -9.493574568975141       -0.022554974479808452
-9.489953071322583        -9.619062723577578       -0.02259969843013838
-9.572051096244193        -9.523339541286434       -0.022870274947940892
-9.520127890099479        -9.559345856374183       -0.02306442689660055
-9.945781292069602        -9.23076923076924        -0.020001966705768023
-10                       -9.19732441471573        -0.019244352063707896
-9.230769230769063        -9.945781292069602       -0.019764148743659924
-9.197324414715553        -10                      -0.01899487812253228
-9.891562584139205        -9.264214046822751       -0.020704034196051904
-9.264214046822573        -9.891562584139203       -0.020482175350655826
-9.8373454718063          -9.297660868247457       -0.02134945252663538
-9.297576577428503        -9.8373149938333         -0.021148940641437127
-9.783127982339295        -9.33110875074702        -0.021937383463558637
-9.330784966111285        -9.783060162628635       -0.021763792978238158
-9.728906460348005        -9.36454849498329        -0.022467096054702398
-9.363777505637664        -9.728825015070107       -0.02232612672273215
-9.675059636700857        -9.39752382234943        -0.02293746751678764
-9.396477252802601        -9.674659487721671       -0.02283567551473702
-9.622111855685167        -9.429197611384676       -0.023352305237600717
-9.42681110690132         -9.6205149930314         -0.023317102068978173
-9.56973858613932         -9.460678306137922       -0.023706198636650435
-9.455516273688309        -9.56707123447227        -0.02375618623655507
-9.518299786622185        -9.4920594159043         -0.023994607932030204
-9.47553304347681         -9.520368902708022       -0.024163535604469592
-9.945781292069602        -9.16387959866222        -0.020547125889707002
-10                       -9.130434782608706       -0.019751178117526733
-9.16387959866204         -9.945781292069602       -0.02026093895268703
-9.130434782608528        -10                      -0.019453288916001878
-9.891562584139205        -9.19732441471573        -0.021288559021708005
-9.19732441471555         -9.891562584139203       -0.02101872142571841
-9.837343876208807        -9.23076923076924        -0.021974325066676747
-9.230769230769065        -9.837343876208806       -0.02172529605671204
-9.7831284213786          -9.264218126947592       -0.022603323922830754
-9.264108559835886        -9.78310719285379        -0.02238072036754474
-9.728959374209722        -9.297655977690829       -0.023173973795237477
-9.2973059746085          -9.728892313338166       -0.02298362026622353
-9.67490465173215         -9.331004171155238       -0.023685479766071424
-9.33018669914709         -9.67474451814711        -0.023534472725091488
-9.621351633060117        -9.363840903853806       -0.024136875010992504
-9.362785720488807        -9.620746896061336       -0.02403168933901893
