0.000000000000000000e+00 0.000000000000000000e+00 1.081562347524430978e-01
7.827788649706457491e-03 0.000000000000000000e+00 1.270589205532603461e-01
1.565557729941291498e-02 0.000000000000000000e+00 1.469917750008303270e-01
2.348336594911937247e-02 0.000000000000000000e+00 1.681733057141175103e-01
3.131115459882582996e-02 0.000000000000000000e+00 1.907805773348677791e-01
3.913894324853228746e-02 0.000000000000000000e+00 2.149427266913261914e-01
4.696673189823874495e-02 0.000000000000000000e+00 2.407355910713206426e-01
5.479452054794520244e-02 0.000000000000000000e+00 2.681775828407433337e-01
6.262230919765165993e-02 0.000000000000000000e+00 2.972269159501771396e-01
7.045009784735811742e-02 0.000000000000000000e+00 3.277802597513588267e-01
7.827788649706457491e-02 0.000000000000000000e+00 3.596728636574826332e-01
8.610567514677103240e-02 0.000000000000000000e+00 3.926801632276977205e-01
9.393346379647748989e-02 0.000000000000000000e+00 4.265208449615595088e-01
1.017612524461839474e-01 0.000000000000000000e+00 4.608613141870515628e-01
1.095890410958904049e-01 0.000000000000000000e+00 4.953214786419314342e-01
1.174168297455968624e-01 0.000000000000000000e+00 5.294817303849794765e-01
1.252446183953033199e-01 0.000000000000000000e+00 5.628909811946800623e-01
1.330724070450097773e-01 0.000000000000000000e+00 5.950755822281929008e-01
1.409001956947162348e-01 0.000000000000000000e+00 6.255489379664584959e-01
1.487279843444226923e-01 0.000000000000000000e+00 6.538216078266787523e-01
1.565557729941291498e-01 0.000000000000000000e+00 6.794116766569729959e-01
1.643835616438356073e-01 0.000000000000000000e+00 7.018551679182144509e-01
1.722113502935420648e-01 0.000000000000000000e+00 7.207162708800904927e-01
1.800391389432485223e-01 0.000000000000000000e+00 7.355971556800330324e-01
1.878669275929549798e-01 0.000000000000000000e+00 7.461471575736083883e-01
1.956947162426614373e-01 0.000000000000000000e+00 7.520711239939555925e-01
2.035225048923678948e-01 0.000000000000000000e+00 7.531367348813422513e-01
2.113502935420743523e-01 0.000000000000000000e+00 7.491806277878633180e-01
2.191780821917808098e-01 0.000000000000000000e+00 7.401131840604883161e-01
2.270058708414872672e-01 0.000000000000000000e+00 7.259218604294261912e-01
2.348336594911937247e-01 0.000000000000000000e+00 7.066729809783468541e-01
2.426614481409001822e-01 0.000000000000000000e+00 6.825119370904716432e-01
2.504892367906066397e-01 0.000000000000000000e+00 6.536617768480921242e-01
2.583170254403130972e-01 0.000000000000000000e+00 6.204201997821234826e-01
2.661448140900195547e-01 0.000000000000000000e+00 5.831550070793688478e-01
2.739726027397260122e-01 0.000000000000000000e+00 5.422980906179810656e-01
2.818003913894324697e-01 0.000000000000000000e+00 4.983380757951471063e-01
2.896281800391389272e-01 0.000000000000000000e+00 4.518117623491978430e-01
2.974559686888453847e-01 0.000000000000000000e+00 4.032945336248487944e-01
3.052837573385518422e-01 0.000000000000000000e+00 3.533899274125548162e-01
3.131115459882582996e-01 0.000000000000000000e+00 3.027185801144642863e-01
3.209393346379647571e-01 0.000000000000000000e+00 2.519067701407138316e-01
3.287671232876712146e-01 0.000000000000000000e+00 2.015747958071546775e-01
3.365949119373776721e-01 0.000000000000000000e+00 1.523254273782431722e-01
3.444227005870841296e-01 0.000000000000000000e+00 1.047326721733105870e-01
3.522504892367905871e-01 0.000000000000000000e+00 5.933108583717700002e-02
3.600782778864970446e-01 0.000000000000000000e+00 1.660585208312771038e-02
3.679060665362035021e-01 0.000000000000000000e+00 -2.301616232897404218e-02
3.757338551859099596e-01 0.000000000000000000e+00 -5.917419058823544797e-02
3.835616438356164171e-01 0.000000000000000000e+00 -9.158002398715342496e-02
3.913894324853228746e-01 0.000000000000000000e+00 -1.200230098932520972e-01
3.992172211350293320e-01 0.000000000000000000e+00 -1.443734845824402868e-01
4.070450097847357895e-01 0.000000000000000000e+00 -1.645845686309772571e-01
4.148727984344422470e-01 0.000000000000000000e+00 -1.806922867855648984e-01
4.227005870841487045e-01 0.000000000000000000e+00 -1.928140092938750716e-01
4.305283757338551620e-01 0.000000000000000000e+00 -2.011452468321862364e-01
4.383561643835616195e-01 0.000000000000000000e+00 -2.059548656619076268e-01
4.461839530332680770e-01 0.000000000000000000e+00 -2.075788227456594470e-01
4.540117416829745345e-01 0.000000000000000000e+00 -2.064125515490871920e-01
4.618395303326809920e-01 0.000000000000000000e+00 -2.029021574845650822e-01
4.696673189823874495e-01 0.000000000000000000e+00 -1.975346068146113521e-01
4.774951076320939070e-01 0.000000000000000000e+00 -1.908271137956470409e-01
4.853228962818003644e-01 0.000000000000000000e+00 -1.833159474599664329e-01
4.931506849315068219e-01 0.000000000000000000e+00 -1.755448913520053500e-01
5.009784735812132794e-01 0.000000000000000000e+00 -1.680535965018511158e-01
5.088062622309197369e-01 0.000000000000000000e+00 -1.613660697883450845e-01
5.166340508806261944e-01 0.000000000000000000e+00 -1.559795365796321220e-01
5.244618395303326519e-01 0.000000000000000000e+00 -1.523539082143669787e-01
5.322896281800391094e-01 0.000000000000000000e+00 -1.509020716844080567e-01
5.401174168297455669e-01 0.000000000000000000e+00 -1.519812010868053231e-01
5.479452054794520244e-01 0.000000000000000000e+00 -1.558852684146969092e-01
5.557729941291584819e-01 0.000000000000000000e+00 -1.628389055289745924e-01
5.636007827788649394e-01 0.000000000000000000e+00 -1.729927402505388179e-01
5.714285714285713969e-01 0.000000000000000000e+00 -1.864202980596800507e-01
5.792563600782778543e-01 0.000000000000000000e+00 -2.031165275618840582e-01
5.870841487279843118e-01 0.000000000000000000e+00 -2.229979733949730425e-01
5.949119373776907693e-01 0.000000000000000000e+00 -2.459045853518892211e-01
6.027397260273972268e-01 0.000000000000000000e+00 -2.716031179255684602e-01
6.105675146771036843e-01 0.000000000000000000e+00 -2.997920409880699966e-01
6.183953033268101418e-01 0.000000000000000000e+00 -3.301078506121203349e-01
6.262230919765165993e-01 0.000000000000000000e+00 -3.621326398066295749e-01
6.340508806262230568e-01 0.000000000000000000e+00 -3.954027627914676879e-01
6.418786692759295143e-01 0.000000000000000000e+00 -4.294184039361529370e-01
6.497064579256359718e-01 0.000000000000000000e+00 -4.636538441078910111e-01
6.575342465753424293e-01 0.000000000000000000e+00 -4.975682033026522788e-01
6.653620352250488867e-01 0.000000000000000000e+00 -5.306164293566394408e-01
6.731898238747553442e-01 0.000000000000000000e+00 -5.622602984385165481e-01
6.810176125244618017e-01 0.000000000000000000e+00 -5.919791939809433412e-01
6.888454011741682592e-01 0.000000000000000000e+00 -6.192804366896978996e-01
6.966731898238747167e-01 0.000000000000000000e+00 -6.437089491275870268e-01
7.045009784735811742e-01 0.000000000000000000e+00 -6.648560538607461989e-01
7.123287671232876317e-01 0.000000000000000000e+00 -6.823672239290403674e-01
7.201565557729940892e-01 0.000000000000000000e+00 -6.959486280201447883e-01
7.279843444227005467e-01 0.000000000000000000e+00 -7.053723396658848621e-01
7.358121330724070042e-01 0.000000000000000000e+00 -7.104801094457584565e-01
7.436399217221134617e-01 0.000000000000000000e+00 -7.111856309243207441e-01
7.514677103718199191e-01 0.000000000000000000e+00 -7.074752641703476730e-01
