% Model:              poisson_case4.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 21:09
% Dimension:          3
% Nodes:              65202
% Expressions:        1
% Description:        因变量 u
% Length unit:        m
% X                       Y                        Z                        u (1)
0                         0                        0                        -0.9518485709911098
0                         0                        0.033333333333333326     -0.960673313612236
0.024467524906331754      0                        0.021294159413938155     -0.9596270319537369
0                         0.021627055697231338     0.023621517817843433     -0.9577172614630493
0                         0.024540356388143274     0.0500618710090614       -0.9692359862476083
0                         0.05267470200240743      0.030555091831029165     -0.9470163615034328
0.02257166720964954       0.020783704315583965     0.04671364614797264      -0.9711426611740905
0                         0                        0.06666666666666664      -0.9690805258656205
0.021848671566221792      0.024357132490191807     0                        -0.9549546316979144
0                         0.03448275862068963      0                        -0.9495054162814686
0.02469165110648311       0.052168942153102915     0                        -0.9418842459702551
0                         0.06896551724137925      0                        -0.9161937874087752
0.03448275862068967       0                        0                        -0.9592054848115483
0.031075651493994723      0                        0.05017710816159405      -0.9731205405355
0.027569114565628113      0.035340707585156346     0.024803058072429753     -0.960970588075843
0.0397060170623832        0.0176703537925782       0.024380082808059762     -0.9677216385256958
0.05184291955913826       0                        0.02395710754368974      -0.9728644643893798
0.04514333441929914       0.01702705224302459      0.04336542128688387      -0.9784720604304659
0.03088390121713653       0.06597899965228994      0.024803058072429753     -0.9333317180866607
0.02847824486923863       0.08563371662445897      0                        -0.892772421248233
0                         0.10344827586206888      0                        -0.8550398299575592
0                         0.08781707989297971      0.0286962604659959       -0.8891801903206615
0.03015410867142539       0.12068965517241373      0                        -0.8323560697430085
0                         0.1379310344827585       0                        -0.8042549848636417
0                         0.12104538007977698      0.02997509675984214      -0.8287304849726388
0.02889634716007739       0.07288423225364528      0.05034060059432434      -0.9314883542340372
0                         0.0772285031058134       0.05345556367112259      -0.9182824012708332
0                         0.053933491488914784     0.06571332216412859      -0.9597001037156108
0.023079230814004873      0.05703823538897819      0.06551588570968718      -0.9594162834102096
0.01587867086994677       0.03854781641448763      0.06687563175578669      -0.9735982849797422
0                         0.027711599511591883     0.08218160208944655      -0.9707354280064441
0.03175734173989354       0.023162141340060453     0.0680379413474448       -0.9796072943108495
0.030225125914752578      0                        0.08646976655003014      -0.9698377194629023
0                         0                        0.09999999999999998      -0.9523435608109
0.03177587932756649       0.023777176197752166     0.10214494336181965      -0.9610568317051008
0.05496074966879495       0                        0.07675456049520543      -0.9865697923785656
0.0526669025336096        0.03132974634151493      0                        -0.9672762851134382
0.05255753268793119       0.044054850927649054     0.018502906257375055     -0.9656411594939115
0.05531539350305749       0.06921492266769579      0                        -0.9341906925289666
0.07934064405410146       0.05386599134000917      0                        -0.9716010769276046
0.06408826729299145       0.01702705224302459      0.018276867206086848     -0.979078418943676
0.06896551724137932       0                        0                        -0.9783486485583154
0.08842492975038764       0.028831521309343792     0                        -0.9931336710624451
0.053615357437255776      0.0234272834918331       0.05770226465573637      -0.9891028773424945
0.06762555096255556       0                        0.05294928531229911      -0.9940174456961413
0.10344827586206899       0                        0                        -1.0052767889485177
0.08554761266256758       0                        0.02808607973991793      -0.9975578201705618
0.07547337313461801       0.023692425643605748     0.04736658796402794      -1.0002831608161873
0.07295987959208518       0.06098710015605381      0.024575180640328827     -0.9647228336773012
0.035387844383931784      0.10282914692530062      0.03207805021526606      -0.8689973281095031
0.020231954798895394      0.1105570602705074       0.049222787198624954     -0.8518126612495854
0.03114831874347502       0.09130930589015059      0.053978096665742506     -0.8952838940149944
0.04568530833990193       0.0795058065415173       0.03745789061732658      -0.9216695084701042
0                         0.1724137931034482       0                        -0.7807414130629586
0                         0.1551724137931034       0.030154108671425435     -0.7905507972289225
0.02715581696378245       0.14433734276462876      0.018378433514167906     -0.8034786209997332
0.030083999518878975      0.17532240201030538      0.017395187038006996     -0.7867378150329825
0.02415752525613952       0.13350227173615417      0.03675686702833584      -0.816218795173826
0.03015410867142539       0.1551724137931034       0                        -0.7946454011358576
0.062474269519726414      0.08612738082938938      0.024575180640328827     -0.9142768388440282
0.05836942390938395       0.10414655268668029      0                        -0.8737136204461107
0.04956487069226691       0.11827964719780251      0.025875393753454275     -0.8481321912810601
0.04223287129949516       0.13571665310945638      0.018378433514167906     -0.8191075604172255
0.06030821734285078       0.13793103448275862      0                        -0.8255528435210254
0.05012325065186425       0.16625456196737018      0.019181114053562046     -0.7993590359067047
0.028775917135194902      0                        0.11775244830688843      -0.9324821256741783
0.13793103448275865       0                        0                        -1.036648603480584
0.12152270419595988       0.02944965276942773      0                        -1.0221888379803805
0.12068965517241385       0                        0.03015410867142539      -1.0288336750477787
0                         0                        0.1333333333333333       -0.8960551476967397
0.029805707646914488      0                        0.15                     -0.8610289551724263
0.036306612881841456      0.02121711437345836      0.13396149926610915      -0.9059300154020715
0                         0.029805707646914398     0.11666666666666663      -0.9339373526896589
0.028073812825634932      0.04578988442843696      0.10881162040129963      -0.946449991692283
0                         0.0571158669178205       0.09914604441284221      -0.9413790635903747
0                         0.10429244071600048      0.05619342574073168      -0.8612974635688994
0.026220976141298487      0.10302828310100268      0.0705622162966849       -0.8674111525115994
0                         0.08243708940541616      0.08061648065064425      -0.9056090140296754
0                         0.029805707646914488     0.15                     -0.8583988239675898
0                         0                        0.16666666666666666      -0.810495907222144
0                         0.1383794076956501       0.05957289902522932      -0.8050395524406746
0.0269087931030182        0.07978946485500056      0.07587814311621892      -0.9180121573146102
0.02553315917957883       0.12626710134700478      0.06524628947715087      -0.8256611456430581
0.03015410867142539       0.18965517241379307      0                        -0.7841267210947701
0.06030821734285078       0.17241379310344826      0                        -0.801462046181743
0.06030821734285078       0.20689655172413784      0                        -0.8004333544755813
0.05053528023205135       0.18814163879139129      0.022233234004698902     -0.7958061532585246
0.02701559865868964       0.15666640197248652      0.0641984451389473       -0.7940816017657708
0                         0.17255015297941234      0.05985867910485071      -0.7828497157900004
0.01793512773826284       0.1805135722284468       0.04634128011427142      -0.7853524377858352
0                         0.20689655172413784      0                        -0.7805818833624122
0                         0.18965517241379307      0.03015410867142539      -0.7818026728692656
0.0254736549061192        0.21708332332494756      0.027719731313630598     -0.7911128435855539
0.03015410867142539       0.2241379310344827       0                        -0.7876588229588133
0.026926520026705876      0.020502105983444822     0.16289490469995446      -0.8269024179148246
0                         0.029805707646914488     0.18333333333333335      -0.7635521289005396
0                         0                        0.2                      -0.7170683265581352
0.029805707646914488      0                        0.18333333333333335      -0.7686605346554075
0.034775841519938074      0.04755435239550433      0.08653743841675084      -0.9700614129836228
0.05727836822421902       0                        0.10191724015910739      -0.970140180830114
0.08231836011787987       0                        0.08233598668789822      -1.00397431444112
0.05264445474896852       0.023700863162218984     0.08877490115860705      -0.9837904965003369
0.05004294317049375       0.02121711437345836      0.10992011934566284      -0.9589968494325929
0.0735130301703706        0.023624550126685746     0.07540485895539449      -1.0034348103029769
0.08970195976869673       0.040263742471166826     0.01720870997542798      -0.9940384693670911
0.11223104779759754       0.03657877279318506      0.021504582516938545     -1.0173547121037374
0.10553510610259924       0.055464367964040764     0                        -0.9917664072191426
0.08866754135025891       0.08611033764738851      0                        -0.9290059878075335
0.07195325310474911       0.02090236051225264      0.10556224980784978      -0.9793718423654095
0.17241379310344834       0                        0                        -1.0684931884324107
0.15517241379310354       0.03015410867142539      0                        -1.0539940007595698
0.1533787022090868        0.02416154270095739      0.020438754697080928     -1.0573505078598313
0.15517241379310354       0                        0.030154108671425435     -1.0614807357108134
0.15158499062507005       0.018168976730489454     0.040877509394161855     -1.0649183096651567
0.10308832608587067       0                        0.059805950885895874     -1.0241211156952263
0.100063275483292         0.02666149360232451      0.03441741995085596      -1.0143614797203735
0.09584682822162957       0.02445764885014385      0.05824745833826685      -1.0209005599713448
0.1347601358264983        0.0328938031152033       0.02580045505844914      -1.041361823993274
0.13760608357803739       0.0587871634000167       0                        -1.0181885143546092
0.1254902095675697        0.029058337585942624     0.04746439188547745      -1.0441070844822347
0.1242013283743443        0.05282590490811058      0.026243611108405403     -1.019774105988738
0.094855195630317         0.022522627750595384     0.07972591930415178      -1.0194547311147988
0.11946872027986968       0.07890575184807515      0                        -0.9694983430282277
0.16882636993541492       0.033246031066202116     0.02580045505844914      -1.073782386480168
0.153792403933962         0.054518430225609274     0.023256009487055532     -1.0449395360108735
0.08852660391187135       0.06972518401701923      0.0326619704010614       -0.9675245631586694
0.08681352669066918       0.09200083146503303      0.022071643463854266     -0.9205781679641372
0.0904850591765695        0.12152763291688344      0                        -0.8691310659339243
0.11705975738418026       0.10664885230619447      0                        -0.9165535867731308
0.12002556008182197       0.14030315666326165      0                        -0.871473453743972
0.10181689464964319       0.10858459778418197      0.020269571785358213     -0.9023662008064723
0.0908967988105289        0.15670863928492038      0                        -0.8316094384896945
0.08525092270170888       0.13174364183115253      0.020967041069117124     -0.8536610113394236
0.07016250178484952       0.15718672192443497      0.020967041069117124     -0.8176563333042404
0.06374189700060202       0.13373014747030446      0.019672737291642515     -0.8346214207516767
0.10130766037597325       0.14733438869161622      0.02016476348981944      -0.8507232827064951
0.09046232601427626       0.18965517241379307      0                        -0.8204068121380798
0.08392602600332767       0.17384369310967998      0.024398124801003125     -0.8211510498903759
0.18965517241379323       0.03015410867142539      0                        -1.0855802127769993
0.17213818436085657       0.0608995166900714       0                        -1.048551056785953
0.20689655172413798       0                        0                        -1.0979968317417919
0.19190263698973375       0.02980723128127683      0.02470115834168613      -1.0943943907590197
0.14945714077942046       0.09170942587055883      0                        -0.9742302366604414
0.16509316997300263       0.06678771180601452      0.0207115639156619       -1.0385115691569344
0.17855902511638325       0.05582552542246956      0.02660292579735047      -1.0685628319960057
0.18965517241379323       0                        0.03015410867142539      -1.0925549302935276
0.058008990338420316      0                        0.13329673891925267      -0.9154743149866005
0.08528577987371586       0                        0.11642238677743096      -0.9691067814910196
0.09386356303900448       0.020587606651046923     0.10120438027003673      -1.0022552974518857
